bookID,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,eng,316,3261,58,1/13/1994,Grove Press
5214,Cry  the Beloved Country,Alan Paton,3.9,eng,316,3140,383,11/01/2003,Scribner
6150,Cry  the Beloved Country,Alan Paton,3.9,eng,316,54558,2937,11/25/2003,Scribner
12477,In Cold Blood,Truman Capote,4.07,eng,316,3500,313,02/03/2000,Penguin Classics
16547,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez,3.72,eng,316,32,2,11/01/2002,Baker Books
23224,Darkest Hour (The Mediator  #4),Meg Cabot,4.17,eng,316,30471,671,12/28/2004,HarperCollins
27039,East and West: The Making of a Rift in the Church from Apostolic Times until the Council of Florence (History of the Christian Church),Henry Chadwick,3.88,eng,316,4,1,05/12/2005,OUP Oxford
30091,Masculinity and Male Codes of Honor in Modern France,Robert A. Nye,4.36,eng,316,14,0,11/30/1998,University of California Press
45604,Narraciones Extraordinarias,Edgar Allan Poe,4.13,spa,316,36,4,06/01/2004,Panamericana Editorial
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,eng,317,120,15,06/12/1993,Simon & Schuster
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,eng,317,85094,4155,3/17/2004,W. W. Norton  Company
16335,The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,3.8,eng,317,23274,1053,3/30/2007,Black Dog & Leventhal Publishers
18133,Lolita,Vladimir Nabokov,3.89,eng,317,19513,2191,6/13/1997,Vintage International
18789,Sanctuary,William Faulkner,3.64,eng,317,9336,544,12/06/1993,Vintage
21010,Spares,Michael Marshall Smith,4.13,eng,317,2566,160,11/02/1998,HarperCollins
23439,Die Farbe von Wasser,James   McBride,4.09,ger,317,38,1,02/01/2001,Droemer Knaur
28483,The Seventh Gate (The Death Gate Cycle  #7),Margaret Weis,4.11,eng,317,16304,148,12/01/1995,Spectra
33833,Before Night Falls,Reinaldo Arenas,4.17,eng,317,3158,252,6/15/2001,Serpents Tail
35295,Jimmy Stewart: The Truth Behind the Legend,Michael Munn,3.97,eng,317,212,35,5/30/2006,Barricade Books
36925,Prince of the City,Keith Herber,3.56,eng,317,58,0,03/01/1995,White Wolf Games Studio
37381,The Heart Is a Lonely Hunter,Carson McCullers,3.98,eng,317,1459,169,8/31/2000,Penguin Classics
249,Tropic of Cancer,Henry Miller,3.68,eng,318,53206,2376,01/06/1994,Grove Press
4454,The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,4.05,eng,318,1314,98,02/04/2003,Touchstone
5198,Paradise,Toni Morrison,3.8,eng,318,19927,812,04/01/1999,Plume (Penguin Books Ltd)
9591,Wampeters  Foma and Granfalloons,Kurt Vonnegut Jr.,3.79,eng,318,7213,139,01/12/1999,Dial Press Trade Paperback
11162,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,Edward J. Larson,3.9,eng,318,1458,108,11/15/1998,Harvard University Press
12071,Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada,Terry Pratchett,4.25,spa,318,104,14,4/25/2005,Norma Editorial
12823,The Night Trilogy: Night  Dawn  the Accident,Elie Wiesel,4.29,eng,318,2439,255,09/01/1987,Hill and Wang
22141,La economía Long Tail,Chris Anderson,3.81,spa,318,24,3,07/01/2007,Ediciones Urano
22542,Merlin's Tour of the Universe,Neil deGrasse Tyson,4.02,eng,318,305,27,7/14/1997,Main Street Books
23515,Astronomy For Dummies,Stephen P. Maran,3.84,eng,318,285,27,05/06/2005,Wiley Publishing  Inc.
25810,Legend of the Five Rings RPG,Rich Wulf,3.78,eng,318,169,6,06/06/2005,Alderac Entertainment Group
40491,Valley Of Silence (Circle Trilogy  #3),Nora Roberts,4.22,eng,318,1372,113,11/01/2006,Berkley Books
41485,I Heard That Song Before,Mary Higgins Clark,3.82,eng,318,545,69,04/03/2007,Simon & Schuster
3343,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,eng,319,191,26,2/28/2006,Random House Trade
3751,Moonraker's Bride,Madeleine Brent,4.31,eng,319,55,13,06/12/1978,Fawcett
5057,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.95,eng,319,666,72,08/09/2005,Random House Trade
13814,Into a Dark Realm (The Darkwar Saga  #2),Raymond E. Feist,4,eng,319,9291,97,3/27/2007,EOS
14014,Arrow's Fall (Heralds of Valdemar  #3),Mercedes Lackey,4.19,eng,319,19520,330,01/05/1988,Daw Books
20182,Deadlock,James Scott Bell,3.96,eng,319,327,20,10/06/2002,Zondervan
26123,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,4,eng,319,13891,628,01/03/2006,Vintage
28336,La disparition,Georges Perec,3.8,fre,319,261,28,12/31/1990,Gallimard
40295,This Is the Way the World Ends,James K. Morrow,3.75,eng,319,1312,81,4/24/1995,Harcourt Brace & company
165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,eng,320,308,40,9/27/2005,Scribner
207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor,3.94,eng,320,352,44,11/01/2005,Atria Books
447,Moon Palace,Paul Auster,3.94,eng,320,16099,503,04/01/1990,Penguin Books
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,eng,320,88897,2334,09/01/2005,Tarcherperigee
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,eng,320,28,1,7/25/2006,Ballantine Books
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.97,eng,320,628745,13034,10/17/2006,William Morrow
1290,How to Succeed with Women,Ron  Louis,3.76,eng,320,82,13,10/29/1998,Prentice Hall Press
2011,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,eng,320,6146,150,9/16/2002,Tor Books
2025,Lysistrata,Aristophanes,3.85,eng,320,76,6,6/21/1990,OUP Oxford
2281,The Complete Stories of Truman Capote,Truman Capote,4.2,eng,320,3993,217,9/13/2005,Vintage
2353,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson,3.68,eng,320,19,2,12/21/2002,Routledge
2551,On the Road,Jack Kerouac,3.63,eng,320,488,39,09/06/2005,Penguin Books
2814,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,eng,320,496,48,3/19/2002,Shaw Books
2821,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche,4.01,eng,320,843,42,05/07/1990,Anchor
2871,Burning Bright,Tracy Chevalier,3.36,eng,320,10919,1113,3/20/2007,Dutton
2932,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe,3.67,eng,320,209122,4131,06/12/2001,Modern Library
3290,Eva Luna,Isabel Allende,3.97,eng,320,430,23,8/30/2005,Dial Press
3449,The Nuclear Age,Tim O'Brien,3.45,eng,320,945,61,12/01/1996,Penguin Books
3476,Icy Sparks,Gwyn Hyman Rubio,3.7,eng,320,37936,1192,03/08/2001,Penguin Books
3850,Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,3.86,eng,320,732,71,7/15/2003,University Of Chicago Press
3976,Hard Freeze (Joe Kurtz  #2),Dan Simmons,3.84,eng,320,734,44,9/15/2003,Minotaur Books
4144,Bringing Down The House,Ben Mezrich,3.89,eng,320,518,61,05/06/2004,Arrow
4436,Running with Scissors,Augusten Burroughs,3.72,eng,320,667,70,11/04/2006,Atlantic Books
5053,The Man From St. Petersburg,Ken Follett,3.88,eng,320,16057,663,06/03/2003,NAL
5132,Huxley and God: Essays on Religious Experience,Aldous Huxley,4.3,eng,320,98,4,03/01/2003,The Crossroad Publishing Company
5952,Waiting for My Cats to Die: A Memoir,Stacy Horn,3.67,eng,320,177,28,1/17/2002,St. Martin's Griffin
6148,Ride of the Second Horseman: The Birth and Death of War,Robert L. O'Connell,4.29,eng,320,13,0,10/19/1997,Oxford University Press  USA
6253,A Very Long Engagement,Sébastien Japrisot,3.91,eng,320,79,16,01/06/2005,Vintage
6462,His Excellency: George Washington,Joseph J. Ellis,3.92,eng,320,32978,1112,11/08/2005,Vintage
6644,Le Divorce,Diane Johnson,2.88,eng,320,3602,295,07/01/2003,Plume
6987,Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,3.86,eng,320,1033,171,12/17/2006,W. W. Norton  Company
7534,There's a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes  Pageant Queens  and Big Trouble,Laurie Notaro,3.55,eng,320,36,8,5/29/2007,Villard
7806,Nabokov's Pale Fire: The Magic of Artistic Discovery,Brian Boyd,4.22,eng,320,172,22,11/04/2001,Princeton University Press
7830,After Henry,Joan Didion,3.83,eng,320,1205,100,4/27/1993,Vintage
7901,Betsy Was a Junior (Betsy-Tacy  #7),Maud Hart Lovelace,4.17,eng,320,4839,126,3/31/1995,HarperTrophy
7914,Five Little Peppers at School,Margaret Sidney,3.92,eng,320,243,7,01/01/1988,Yearling
8127,Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,4.25,eng,320,625759,13883,05/06/2003,Signet Book
8537,Nerve,Dick Francis,4.04,eng,320,3581,113,09/01/1998,Jove
8538,Break In (Kit Fielding  #1),Dick Francis,4.05,eng,320,3758,128,01/04/2005,G.P. Putnam's Sons
8541,Straight,Dick Francis,4.05,eng,320,3513,143,02/07/2006,G.P. Putnam's Sons
8542,10 lb Penalty,Dick Francis,3.9,eng,320,3490,177,08/03/2004,G.P. Putnam's Sons
8656,The Life of Sir Arthur Conan Doyle,John Dickson Carr,4.01,eng,320,148,6,11/11/2003,Da Capo Press
8787,The White Masai,Corinne Hofmann,3.45,eng,320,4504,491,10/10/2006,Amistad
8917,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,eng,320,60,4,11/24/2011,Dover Publications
8930,Jamie's Italy,Jamie Oliver,4.01,eng,320,7653,90,11/14/2006,Hachette Books
8969,Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James,4.12,eng,320,492,32,10/05/2005,FaithWords
9073,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,3.93,eng,320,4040,259,01/07/2003,Broadway Books
9423,The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,eng,320,2214,249,9/14/2000,Transworld Publishers
9497,Memory's Embrace (Corbins  #3),Linda Lael Miller,4.19,eng,320,407,18,06/01/1991,Pocket Books
9717,The Unbearable Lightness of Being,Milan Kundera,4.1,eng,320,248686,8251,10/27/2009,Harper Perennial
9723,Obasan,Joy Kogawa,3.64,eng,320,5407,368,12/27/1993,Anchor Books
9875,Grimus,Salman Rushdie,3.41,eng,320,2560,150,9/30/2003,Random House Trade
9931,Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.93,eng,320,542,65,11/01/2004,National Geographic Society
10170,The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,4,eng,320,63,11,10/01/2004,Napoleon and Co
10332,Mandy,Julie Andrews Edwards,4.24,eng,320,9944,846,8/15/2006,HarperCollins
10605,Thinner,Richard Bachman,3.71,eng,320,155020,1513,09/01/1996,Signet
10655,Losers: The Road to Everyplace But the White House,Michael   Lewis,3.87,eng,320,235,19,7/28/1998,Vintage
10757,Lay Down My Sword And Shield (Hackberry Holland  #1),James Lee Burke,3.89,eng,320,1680,117,09/04/2003,Orion
10907,The Pursuit of Happyness,Chris Gardner,4.19,eng,320,21292,756,10/24/2006,Amistad
10921,The Collected Songs of Cold Mountain,Hanshan,4.41,eng,320,685,36,06/01/2000,Copper Canyon Press
10982,Selected Short Stories,William Faulkner,4.09,eng,320,1017,64,5/18/1993,Modern Library
10984,Three Famous Short Novels: Spotted Horses Old Man the Bear,William Faulkner,3.86,eng,320,1457,117,02/12/1958,Vintage Books
11071,Relatos de lo inesperado,Roald Dahl,4.18,spa,320,387,30,6/30/2016,Anagrama
11167,The Forgotten,Elie Wiesel,3.94,eng,320,503,36,1/31/1995,Schocken Books Inc
11240,Bruno's Dream,Iris Murdoch,3.76,eng,320,604,48,11/18/1976,Penguin Books
11359,Tar Baby,Toni Morrison,3.93,eng,320,15795,447,06/08/2004,Vintage
11372,Babbitt,Sinclair Lewis,3.66,eng,320,249,29,9/22/2003,Dover Publications
11657,Terrorist,John Updike,3.17,eng,320,3490,410,06/06/2006,Knopf
11762,White Noise,Don DeLillo,3.87,eng,320,55821,2523,06/01/1999,Penguin Books
11990,The Rebel,Albert Camus,4.15,eng,320,9227,256,01/01/1992,Vintage
12482,Amazing Disgrace (Gerald Samper #2),James Hamilton-Paterson,3.8,eng,320,221,34,11/01/2006,Europa Editions
12652,Cat in the Dark (Joe Grey  #4),Shirley Rousseau Murphy,4.25,eng,320,723,36,11/03/1999,Avon
12662,Caravans,James A. Michener,4.05,eng,320,4753,400,09/09/2003,Dial Press Trade Paperback
12852,The Best Short Stories,Fyodor Dostoyevsky,4.26,eng,320,2711,89,2/13/2001,Modern Library
12969,Winter's Tales,Isak Dinesen,3.9,eng,320,1464,100,06/01/1993,Vintage
13086,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Andrés Duany,4.08,eng,320,1980,154,4/16/2001,North Point Press
13158,See How They Run,James Patterson,3.84,eng,320,48,1,07/08/1997,Doubleday Books
13986,Arrows of the Queen (Heralds of Valdemar  #1),Mercedes Lackey,4.14,eng,320,31058,927,03/03/1987,Daw Books
14012,Children of the Night (Diana Tregarde  #2),Mercedes Lackey,3.94,eng,320,4349,103,08/01/2005,St. Martins Press-3PL
14241,The Liars' Club,Mary Karr,3.93,eng,320,52578,2464,5/31/2005,Penguin Books
14318,Chronicles: Volume One,Bob Dylan,3.98,eng,320,42014,1304,9/13/2005,Simon  Schuster
14326,Going Native,Stephen Wright,3.58,eng,320,593,62,04/12/2005,Vintage
14647,Sons (House of Earth  #2),Pearl S. Buck,3.84,eng,320,3387,242,01/01/2005,Moyer Bell and its subsidiaries
15066,It's Only a Movie  Ingrid: Encounters on and Off Screen,Alexander  Walker,3.8,eng,320,0,0,8/17/1989,Headline Book Publishing
15124,Holy Madness: The Shock Tactics Radical Teachings Crazy Wise Adepts Holy Fools Rascal Gurus,Georg Feuerstein,3.71,eng,320,16,2,10/01/1992,Penguin Books
15251,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,William M. Bass,4.19,eng,320,8481,451,10/05/2004,Berkley
15312,What the Corpse Revealed,Hugh    Miller,3.79,eng,320,297,18,12/15/2000,St. Martin's True Crime
15581,Ferdydurke,Witold Gombrowicz,3.86,eng,320,8193,198,08/11/2000,Yale University Press
16093,Fuselfieber,David Sedaris,3.79,ger,320,14,0,04/01/2002,Diana TB
16280,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,4.21,eng,320,9845,703,1/17/2003,Basic Books
16292,The Myth of the Magus (Canto Original),Elizabeth M. Butler,3.73,eng,320,27,2,4/15/1993,Cambridge University Press
16450,Your Oasis on Flame Lake,Lorna Landvik,3.59,eng,320,2194,129,6/16/1998,Ballantine Books
16530,Aphrodite: A Memoir of the Senses,Isabel Allende,3.64,eng,320,3732,195,04/07/1999,Harper Perennial
16697,The Mysteries of Pittsburgh,Michael Chabon,3.64,eng,320,21823,1518,07/05/2005,Harper Perennial
17056,Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie,4.3,eng,320,450,17,9/20/2005,Universe
17206,Lady Friday (The Keys to the Kingdom  #5),Garth Nix,3.92,eng,320,19436,267,03/01/2007,Scholastic
17259,Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George III,3.69,eng,320,183,16,2/27/2007,Star Trek
17290,What Einstein Told His Cook: Kitchen Science Explained,Robert L. Wolke,3.86,eng,320,3176,366,5/17/2002,W. W. Norton  Company
17795,Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,Paul  Collins,3.98,eng,320,513,70,05/03/2002,Picador
18021,P.G. Wodehouse in His Own Words,P.G. Wodehouse,4.07,eng,320,48,6,4/28/2003,Harry N. Abrams
18366,The Early Diary of Anaïs Nin  Vol. 3: 1923-1927,Anaïs Nin,4.18,eng,320,147,7,3/22/1985,Mariner Books
18420,Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan,4.27,eng,320,10878,106,02/01/1990,Bantam
18549,A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi,3.79,eng,320,5052,417,07/01/2003,HMH Books for Young Readers
18610,Thin Air (Spenser  #22),Robert B. Parker,3.9,eng,320,4055,141,04/01/1996,G.P. Putnam's Sons
18639,Two Girls  Fat and Thin,Mary Gaitskill,3.64,eng,320,1632,150,2/27/1998,Simon  Schuster
19413,The Quilter's Homecoming (Elm Creek Quilts  #10),Jennifer Chiaverini,4.04,eng,320,3865,248,04/10/2007,Simon  Schuster
19914,Jane's Warlord (Warlord #1),Angela Knight,3.97,eng,320,2552,94,06/01/2004,Berkley Sensation
19981,Law of Enclosures,Dale Peck,3.65,eng,320,72,2,02/01/1997,Washington Square Press
20074,Changelings,Anne McCaffrey,3.77,eng,320,1818,60,12/26/2006,Del Rey
20809,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,eng,320,6876,197,11/14/2006,Simon  Schuster
20833,Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,William Murray,3.5,eng,320,36,8,2/17/2000,Simon & Schuster
20930,The Ghosts in Baker Street: New Tales of Sherlock Holmes,Martin H. Greenberg,3.58,eng,320,51,6,01/09/2006,Running Press
20934,Black Cats and Broken Mirrors,John Helfers,3.38,eng,320,63,7,06/01/1998,DAW
22063,Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins,3.67,eng,320,1029,53,04/01/2003,Pocket Books
22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,4.02,eng,320,4545,477,9/19/2006,Knopf
22198,The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,4.12,eng,320,323,37,12/18/2007,Broadway Books
22268,The Soloist,Nicholas Christopher,3.3,eng,320,56,9,11/27/2006,Counterpoint
22285,Rant,Chuck Palahniuk,3.81,eng,320,55592,2516,05/01/2007,Doubleday Books
22356,The Filth,Grant Morrison,3.75,eng,320,3907,266,06/01/2004,Vertigo
22499,Country of Origin,Don  Lee,3.47,eng,320,317,41,4/17/2005,W. W. Norton  Company
23061,The Responsibility of Forms: Critical Essays on Music  Art  and Representation,Roland Barthes,3.95,eng,320,93,3,02/07/1991,University of California Press
23158,The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin,3.82,eng,320,228,12,03/05/2001,Tarcher
23244,Carpe Demon (Demon-Hunting Soccer Mom  #1),Julie Kenner,3.64,eng,320,4811,585,10/31/2006,Jove
23524,Mythology: The DC Comics Art of Alex Ross,Alex Ross,4.33,eng,320,1994,37,11/08/2005,Pantheon
23801,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,3.95,eng,320,4560,85,05/02/2006,Penguin Books
23928,Edgar Allan Poe A to Z,Dawn B. Sova,4.33,eng,320,8,0,04/01/2001,Checkmark Books
24006,Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,Phil Town,4.02,eng,320,1373,90,3/21/2006,Crown Business
25012,The Book of My Life,Girolamo Cardano,3.75,eng,320,72,12,10/31/2002,NYRB Classics
25083,Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America,Dan Savage,3.81,eng,320,3090,195,9/30/2003,Penguin Books
25172,The Dirty Duck (Richard Jury  #4),Martha Grimes,3.94,eng,320,3861,140,06/01/2004,Onyx
25174,Jerusalem Inn (Richard Jury  #5),Martha Grimes,3.96,eng,320,3542,154,11/02/2004,Onyx
25355,Art Out of Time: Unknown Comics Visionaries  1900-1969,Dan Nadel,4.05,eng,320,226,24,06/01/2006,Abrams
25743,The Slave,Isaac Bashevis Singer,4.18,eng,320,2040,150,10/01/1988,Farrar  Straus and Giroux
25884,The Road to Jerusalem (The Knight Templar  #1),Jan Guillou,4,eng,320,4406,160,12/05/2002,Orion
26654,Clay's Quilt,Silas House,3.95,eng,320,2685,235,2/26/2002,Ballantine Books
27054,Red Message,Peter Abrahams,3.12,eng,320,8,2,04/01/1986,Avon Books
27347,Under the Sea Wind (Nature Classic),Rachel Carson,4.14,eng,320,18,4,04/01/1996,Penguin
27398,The Lost Painting,Jonathan Harr,3.74,eng,320,24619,765,11/07/2006,Random House Trade Paperbacks
28054,River of Shadows: Eadweard Muybridge and the Technological Wild West,Rebecca Solnit,4.15,eng,320,1148,133,03/02/2004,Penguin Books
28388,Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,3.92,eng,320,241,28,8/17/2001,W. W. Norton  Company
28416,The Conquest of Plassans (Les Rougon-Macquart  #4),Émile Zola,3.9,fre,320,50,9,11/07/2005,MONDIAL
28760,Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,4.21,eng,320,18141,278,01/02/1990,DAW Books Inc
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,4.19,eng,320,76314,2580,12/26/2006,Harper Business
28923,When We Were Orphans,Kazuo Ishiguro,3.49,eng,320,19252,1673,12/01/2007,Faber & Faber
28979,Suffer Little Children (Sister Fidelma  #3),Peter Tremayne,4.05,eng,320,1348,76,02/01/1999,Signet
29185,Earth  Air  Fire  Water (Tales from the Eternal Archives  #2),Margaret Weis,3.39,eng,320,28,6,11/01/1999,DAW
29506,Prisoner's Dilemma: John von Neumann  Game Theory  and the Puzzle of the Bomb,William Poundstone,3.91,eng,320,1323,94,01/01/1993,Anchor
29746,When She Was Good,Philip Roth,3.53,eng,320,1748,149,1/31/1995,Vintage
29964,A Modern Utopia,H.G. Wells,3.45,eng,320,596,53,3/31/2006,Penguin Books Limited
30274,Circus of the Damned (Anita Blake  Vampire Hunter  #3),Laurell K. Hamilton,4.17,eng,320,78062,1121,01/02/2007,Berkley
30293,Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems,Lou Marinoff,3.41,eng,320,870,67,08/01/2000,Harper Perennial
30385,Sweet Anger,Erin St. Claire,3.59,eng,320,2288,86,01/01/1999,Vision
30417,The Killing of Monday Brown,Sandra West Prowell,3.45,eng,320,92,11,07/01/1996,Bantam
30680,Up in the Air,Walter Kirn,2.86,eng,320,3504,490,9/24/2002,Anchor
31222,The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,Carol Adrienne,3.76,eng,320,218,27,3/17/1999,William Morrow Paperbacks
31262,The Road to Gandolfo,Robert Ludlum,3.64,eng,320,5141,160,02/01/1992,Bantam
31659,The Progress of Love,Alice Munro,4.14,eng,320,2128,115,12/12/2000,Vintage
31695,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.86,eng,320,1999,112,11/03/2009,Bantam
31728,Silent Running,James F. Calvert,4.17,eng,320,344,28,10/15/1997,Wiley
32303,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,eng,320,5,0,3/25/2000,Routledge
32709,Now and on Earth,Jim Thompson,3.7,eng,320,339,21,02/01/1994,Vintage
33015,Selected Poems,Thomas Hardy,3.96,eng,320,1509,30,12/01/1998,Penguin Books
33439,Strawberry Shortcake Murder (Hannah Swensen  #2),Joanne Fluke,3.85,eng,320,14668,881,02/02/2002,Kensington
33447,Focus: The Future of Your Company Depends on It,Al Ries,4.06,eng,320,480,28,9/27/2005,Harper Business
33464,Granta 7,Bill Buford,3.94,eng,320,2,1,04/01/2013,Granta Books
33489,Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen,4.45,eng,320,7011,39,3/30/2005,Chaosium
33551,7 Steps to Midnight,Richard Matheson,3.48,eng,320,423,44,7/18/2003,Forge Books
34080,The Waste Land,T.S. Eliot,4.11,eng,320,35549,680,12/01/2000,W.W. Norton & Company
34762,Legends  Lies  Cherished Myths of World History,Richard Shenkman,3.47,eng,320,222,16,11/29/2011,William Morrow Paperbacks
34939,The Best of Lester Del Rey,Lester del Rey,3.79,eng,320,76,9,06/06/2000,Del Rey
34963,Star Wars. Episode I - Die dunkle Bedrohung,Terry Brooks,3.57,ger,320,67,4,08/01/1999,Blanvalet Taschenbuch Verlag
35292,Jimmy Stewart: Bomber Pilot,Starr Smith,3.93,eng,320,441,57,11/15/2006,Zenith Press
35428,The Star Wars Poster Book,Stephen J. Sansweet,4.5,eng,320,60,2,9/29/2005,Chronicle Books
35519,The Power of Myth,Joseph Campbell,4.29,eng,320,38720,1451,06/01/1988,Anchor
36522,Rethinking the Economics of War: The Intersection of Need  Creed  and Greed,Cynthia J. Arnson,3.5,eng,320,10,0,09/08/2005,Woodrow Wilson Center Press / Johns Hopkins University Press
36568,Shadow Lover,Anne Stuart,3.81,eng,320,1143,93,03/01/1999,Onyx
36652,Seminole Song,Vella Munn,3.71,eng,320,46,11,3/15/1998,Forge
37032,The Risk of Darkness (Simon Serrailler  #3),Susan Hill,3.95,eng,320,3060,264,07/01/2006,Chatto & Windus
37036,The Pure in Heart (Simon Serrailler  #2),Susan Hill,3.92,eng,320,4245,347,06/01/2006,Vintage
37477,Happiness,Will Ferguson,3.79,eng,320,2256,182,06/03/2003,HarperPerennial
37722,In Search of Dracula: The History of Dracula and Vampires,Raymond T. McNally,3.87,eng,320,1257,76,10/31/1994,Mariner Books
37726,The Annotated Charlotte's Web,E.B. White,4.17,eng,320,43,2,10/31/2006,HarperCollins
37996,Police Brutality: An Anthology,Jill Nelson,3.8,eng,320,47,6,5/17/2001,W. W. Norton  Company
38049,Whoreson,Donald Goines,4.32,eng,320,1493,104,01/01/2000,Holloway House
38476,Every Tongue Got to Confess: Negro Folk-tales from the Gulf States,Zora Neale Hurston,3.97,eng,320,317,47,10/01/2002,Amistad
38504,You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,4.24,eng,320,12358,533,06/05/1986,Black Sparrow Press
39360,Steamed (A Gourmet Girl Mystery  #1),Jessica Conant-Park,3.45,eng,320,956,93,02/06/2007,Berkley
39382,Corvette,Jerry Burton,4.83,eng,320,6,1,10/01/2006,Universe Publishing(NY)
39585,The Final Frontiersman: Heimo Korth and His Family  Alone in Alaska's Arctic Wilderness,James   Campbell,4.21,eng,320,1179,141,9/13/2005,Atria Books
39622,The Untamed One (Wild Wulfs of London  #2),Ronda Thompson,4.01,eng,320,925,42,05/02/2006,St. Martin's Paperbacks
39747,The Empire of Ice Cream,Jeffrey Ford,4.03,eng,320,426,37,04/01/2006,Golden Gryphon Press
39819,Dogged Pursuit (Jack and Jamie #5),Lee Charles Kelley,3.86,eng,320,64,6,6/27/2006,Avon
39889,Grey Eminence,Aldous Huxley,4.16,eng,320,196,14,04/07/2005,Vintage Classics
39910,The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Peter Reinhart,4.28,eng,320,8552,248,11/14/2001,Ten Speed Press
40020,A Patchwork Planet,Anne Tyler,3.79,eng,320,11355,571,05/01/2001,Ballantine Books
40331,To the Nines (Stephanie Plum  #9),Janet Evanovich,4.17,eng,320,94990,1581,06/05/2004,St. Martin's Press
40620,The United States of Europe: The New Superpower and the End of American Supremacy,T.R. Reid,3.62,eng,320,691,63,11/01/2005,Penguin Books
40640,The Basketball Diaries and the Book of Nods,Jim Carroll,4.25,eng,320,85,3,5/26/1987,Faber & Faber Ltd.
